newsy,gdef,g,y
0.0,0.001061140444027771,0.04589810484301035,1.0314764972774828
0.0010165665869940627,0.0011967668782287889,0.05176443133304001,1.034152160746907
0.0,0.001322681063674327,0.057210668461525435,1.0372608762888753
0.0,0.0013142894172777757,0.05684769985705643,1.049313792704685
0.0,0.001284181229958589,0.05371906485438803,1.0355503853820145
0.0,0.0014550849437567316,0.06086820196307654,1.0342303450872805
0.0,0.0010946159332036688,0.04578928809628415,1.0925208555399673
0.0,0.0012520583866602272,0.052375322193932164,1.089186000657246
0.0,0.0012078076247173783,0.054055554410814236,1.0693178409795852
0.0,0.0012960217037647093,0.05800358458727439,1.0363339525257265
0.0,0.0011408386257936024,0.05105834997934775,1.0186984158065855
0.0,0.001149775159815341,0.0514583054781957,1.023704958283701
0.0,0.0013126866119133988,0.05519085256015635,1.030765176708353
0.0,0.001301464624927642,0.054719033145269415,1.0170608728470734
0.0,0.0012544038812763885,0.052740402038152584,0.9220018534213048
0.0,0.0012297922352769257,0.051705625181824956,0.8748466475935317
0.0,0.0011691845212794757,0.05307123437805524,0.8598786086732307
0.0,0.001216926347862276,0.05523831546927559,0.8473061569840681
0.0,0.0011991069412166373,0.05442946289779812,0.8718071561819423
0.0,0.0011828886438192846,0.053693287344048914,0.909696095804582
0.0,0.0011697086809316901,0.05562924038449999,0.9322514122892319
0.0,0.0011383749209190857,0.05413906313241443,0.9520098560165039
0.0,0.0011348980239954728,0.05397370817018422,0.985209488182808
0.0,0.0011195420795327325,0.053243407079173785,1.0007636952485395
0.0,0.0011486921350339452,0.05279951218446069,0.9519383075706537
0.0,0.0011250225638849908,0.051711542856418546,0.9320058843795972
0.0,0.0012208462285504423,0.05611606744203666,0.9059175659808635
0.0,0.0011861104037019943,0.05451943893611527,0.882266643938306
0.0,0.0021290604867162666,0.05614222897350806,0.9167484001126844
0.0,0.00212990877853238,0.056164597991990035,0.9216463465270343
0.0,0.0021677927477815623,0.057163578758052405,0.9493279620112566
0.0,0.0020180621850609125,0.05321526090186966,0.9542681924069515
0.0,0.002890532857172642,0.05084642190631337,0.9469558129833455
0.011184071069779079,0.0038852367976399947,0.0683439349006293,0.9295295890371218
-0.0027317511979454007,0.004223800827939774,0.07429950447120423,0.9166207279170432
0.0,0.0037863237838155683,0.06660398829512304,0.9216151484263121
0.005922132396378151,0.00250645755523785,0.06995991640853265,0.9781447220198127
0.0,0.0025083740167144656,0.07001340843133752,0.9771620817368465
0.0,0.002209258755695147,0.061664542274119785,0.9922397420026983
0.0,0.002195191745333849,0.061271905715428496,0.9974325518852581
0.004538357125482633,0.00212626007933855,0.05725623066918182,0.9803541991016581
0.0,0.0023028083240741746,0.06201034665106428,0.9787270130418814
0.0,0.002508506143829888,0.06754940649163878,0.9707076255449835
0.0,0.002524614248982585,0.06798316781426739,0.965883141791595
0.0,0.002169661363755028,0.06611664602804959,1.0238143769849375
0.0,0.00213870080722193,0.0651731770649541,1.0619076559983622
0.0,0.001933782774214981,0.058928657399619666,1.060565310347695
0.01771261021869775,0.001989273994523902,0.060619655558189316,1.05964913075999
0.0,0.0020118830893622913,0.06323359340647818,1.0262713409951518
0.0,0.0019792127679130363,0.06220676345104773,1.0214732310292796
0.0,0.0021322362409322993,0.06701629941549303,1.0376407785173212
0.0,0.002076770069760944,0.06527299468063624,1.0343227864158602
0.0,0.0021877299984571262,0.07031853916479605,1.0685869462632818
0.0,0.00215383580990607,0.06922910407602036,1.0855919972194183
0.0,0.00220102536908695,0.07074588213719353,1.0771923061816389
0.0,0.002117165700754827,0.06805044468553452,1.0244701944226777
0.019530343733391926,0.002236093339118426,0.06553925534281206,0.9947261865657476
0.0,0.002174028371604404,0.0637201489206497,0.9741261348043879
0.0,0.0022379421982928254,0.06559344487569248,0.9641174354374911
0.0,0.002172662347463246,0.06368011114430754,0.9878044773945196
0.0,0.0018749987426637516,0.06648375452944452,1.0058332272056763
0.0,0.0019333319337767252,0.0685521343478568,1.0322121619148827
0.0,0.0020648536124667606,0.07321563347581161,1.054353021702177
0.0,0.0020335306335811337,0.07210498247003841,1.0983051200925946
0.0,0.0019492173512622385,0.06968899365134383,1.1426117006062895
0.0,0.0018809601114021435,0.06724864067983549,1.1499857160412217
0.0,0.0019790219083727417,0.07075457496781935,1.161512472942248
0.0,0.0020067008281027224,0.07174415986972349,1.1768788379833284
0.0,0.002176053806926301,0.0717064837817948,1.1586633812592653
0.0,0.0022711509620398636,0.0748401758757773,1.1404283919219673
0.0,0.0024075418404352162,0.07933460072800817,1.1019653427925689
0.0,0.002348399456831151,0.07738570941051272,1.0132090863453815
0.0,0.00216055176122521,0.08986198609656733,0.9250350955601161
0.0,0.002093447153550349,0.08707096140087829,0.9096975782456151
0.0,0.0018845587828593036,0.07838284561506229,0.9247649273773283
0.0,0.0019277988310381416,0.0801812920480504,0.9605676551397929
0.0,0.0023926833130937094,0.08009026228760179,1.0167117880266654
0.0,0.0022282623919062296,0.07458660259665519,1.0488106026484916
0.0,0.0021745207856329993,0.07278771039950321,1.0719166582569788
0.0,0.0020794408740147713,0.06960510156108579,1.0755885858360064
0.0,0.0019018315346386954,0.0684574700053674,1.0485023505898683
0.0,0.00201584134381058,0.07256131566653666,1.016344242201934
0.0,0.0020810210794861153,0.07490749602935909,0.9963474415959505
0.0,0.0021674819151360223,0.07801970126696284,0.9954971339653285
0.0,0.001953595072259797,0.08265966165392039,1.0113593807011523
0.0,0.002066487279180805,0.08743630741841887,1.0184740794908014
0.0,0.0020305130542077115,0.08591418171961775,1.0231855794845113
0.0,0.0021040711876478694,0.08902654134234352,1.0184734855688033
0.0,0.002043181816011307,0.08711024889995989,1.0209039995006006
0.0,0.0018970337633614472,0.08087928445871052,1.0279635289583504
0.0,0.001970845948948262,0.08402623780761499,1.0385772646504277
0.0,0.001969238213662347,0.08395769264936043,1.0554893184017262
0.0,0.002042395422036345,0.080108394292922,1.060466923332892
0.0,0.0020969087164988747,0.08224655639409656,1.0544260516250006
0.0,0.0019712279859415084,0.07731701071950149,1.051466810240943
0.0,0.0019852027513070822,0.07786513964790473,1.0169374606714388
0.0,0.001597877811658874,0.08154282379645325,0.9774472902172602
0.0,0.0015967489553993727,0.0814852160579964,0.9580075224910046
0.0,0.0016191331272261316,0.08262752404035957,0.9248782042992045
0.0,0.0016128739095339578,0.0823081039434958,0.8808293409274983
0.0,0.0016540178711312726,0.08763634808378551,0.8941610222084109
0.0,0.0015675162309921275,0.08305315223242045,0.9044613757088759
0.0,0.0014316676714807748,0.07585536322674602,0.9356316634848968
0.022896889721489382,0.0014993127748106788,0.07943946586859262,0.9916258962409535
0.0,0.0015327435058194083,0.08112003177084308,1.0323328638535247
0.0,0.0013649329333896953,0.07223870301929552,1.0341099857028773
0.0062862666468162,0.001485823267551364,0.07863679096470148,1.0339678537569443
0.0,0.0013293733481997345,0.0703567216770712,1.0210386673045975
0.0,0.0017757365219010527,0.07837780856638861,0.9728664205964539
0.37291486280270225,0.0031539771572705352,0.1392108653544307,0.9829254126441918
0.0,0.0027936475413429685,0.12330656575274417,0.9631816486803321
0.06694749813181916,0.0027973133319569733,0.12346836714132028,0.9700250211134986
0.0,0.01773765027487451,0.2103276998697767,0.9838803162374479
0.2750224221925607,0.022882057937856495,0.27132853223369646,1.0440971171169924
-0.07594459834030028,0.025155777532553148,0.29828961248336167,1.0640760211816422
-0.16158987046539672,0.027728310406327603,0.3287939303493421,1.0301117008678264
0.0,0.06376772905617784,0.249165983856684,0.9862092896902123
0.0,0.03734972406121961,0.14594028798314015,0.9971139744311113
0.0,0.026837707190165136,0.104865639963499,1.0138450321108274
0.0,0.01783438682966198,0.06968607172726196,1.0182105787596651
0.0,0.004139121923589574,0.06775476126555838,1.009389749631618
0.0,0.00437705538625803,0.07164957887610322,0.9623420907019129
0.0,0.004427574714422348,0.07247654775555612,0.9531976843374317
0.0,0.004892730288429528,0.08009084505097576,0.9110017793309074
0.0,0.0038622385840457202,0.09846769631858202,0.8818510837929457
0.0,0.0036593744372786755,0.09329567890870438,0.9045537620704861
0.0,0.0028852964008516807,0.07356057467857294,0.9180173865467949
-0.009143073651122076,0.003188116235399022,0.08128096037163292,0.9207465464509356
0.0,0.002496061447745441,0.07887287933222058,0.9094119081609768
0.0,0.002426300760802172,0.07666851603484298,0.921774908327725
0.0,0.002623112847168813,0.08288756803500101,0.9305919490636373
0.0,0.0032479547960621636,0.10263190713422055,0.959879814487271
0.0,0.0021519604589677116,0.0894595095375379,1.0049073696653852
0.0,0.001907410137357922,0.07929326705975862,1.0357051502980346
0.0,0.0018592797406290326,0.07729243025661447,1.021237996155385
0.0,0.0021139933153979146,0.08788117103780328,1.0229728281848838
0.0,0.001450499081559685,0.07719952075849754,1.048788168612081
0.0,0.0016997468623615778,0.09046516806062124,1.0076528926605832
0.0,0.0017270273367395142,0.09191710937848586,0.983412138646829
0.0,0.001702308160389496,0.09060148733361408,1.0133805212568006
0.0,0.0017209594721167276,0.09516667734872092,1.0100535698552546
0.0,0.0015728405922873308,0.08697590826068391,1.0011258315207954
0.0,0.0016458440372307686,0.09101289774407485,1.011451098385833
0.0,0.0015852052626108754,0.08765965741937663,1.0233012290003134
0.0,0.0014483318742519033,0.0853962936866358,1.0296963081931516
0.0,0.0015369317352823858,0.0906203033819705,1.0287312967376743
0.0,0.0014095514123948182,0.08310972679618357,1.047734572224746
0.0,0.0015263493665182433,0.08999634758361472,1.047416594471243
0.0,0.0015991920699906523,0.09427933420810981,1.0362394442230214
0.0,0.0015184520986154914,0.08951936141429992,1.0345533100506448
0.0,0.0016110605599525933,0.0949790333578648,1.010045515925833
0.0,0.0015517444841323439,0.09148209247058067,0.9820880878026494
0.0026209016946497975,0.0017443738768112883,0.09598882761814373,0.9803591365609192
0.0,0.0016700288265181975,0.09189779282811876,0.9834836045061854
0.0,0.0016924371033872373,0.09313086806169989,0.9972325752894983
0.0,0.001723949226727221,0.09486490674192406,0.998951568595675
0.0,0.0017457875228908415,0.09562385511004266,1.0108445055844109
0.0,0.0016745381783440812,0.09172123986603915,1.0445661857356727
0.0,0.0016726100670367851,0.09161562939863269,1.0441350425572085
0.0,0.0017599182798789133,0.09639785391637226,0.9890557831289629
0.0,0.0016935111225326695,0.09973597918382762,0.9482216092398104
0.0,0.0017113872743171968,0.10078875969323595,0.9379890680831968
0.0,0.0016730336459228551,0.09852999880748418,0.88763291931016
0.0,0.0017832818794034139,0.10502284988662355,0.8422926929203033
0.0,0.0020623580660077885,0.12021343472616791,0.8399300844530769
0.0,0.0017024225240378605,0.09923303927816118,0.8502480197871629
0.0,0.0020020289474433914,0.11669689185412092,0.8125538490311895
0.0,0.0016123541579194144,0.09398301609851442,0.7666225428847504
0.0,0.0017031322986869296,0.09536707257046474,0.7348052457590949
0.0,0.0021130971280091705,0.11832309639753631,0.694417629662852
0.0,0.0018648763940184972,0.10442395023594152,0.6653868263514652
0.0,0.001746022035839953,0.09776868792280938,0.6561397770233512
0.0,0.0016622027377828595,0.1031959571394269,0.6126997156092386
0.0,0.0017005684822618578,0.1055778505347885,0.6528927129666515
0.0,0.0013062240796735032,0.08109542902105561,0.7024027518467068
0.0,0.0019031025519170189,0.11815194676043075,0.6526363331161665
0.009592524522533336,0.0023847010452824127,0.12708333819675785,0.6900050079567207
0.0,0.0020378966918822954,0.10860175325409029,0.7287604041228697
0.0,0.0019056575836971686,0.10155458591981428,0.6947839329598632
0.0,0.002102531862742566,0.11204623250824698,0.6896133092082679
0.0,0.0017252553663439656,0.09589502585688635,0.7261008606566174
0.0,0.0019247712536141764,0.10698473555544583,0.7208707367226831
0.0,0.002261935071370832,0.1257253426867236,0.7329494965900555
0.0,0.0020744673368673083,0.11530530655859768,0.7653144598602056
0.0,0.002052216247672878,0.1179745338269882,0.7606014610856517
0.0,0.002261170933623549,0.12998658747579278,0.7998599866675687
0.0,0.00222364431769969,0.12782931724428484,0.8145823775743344
0.0,0.0022754568165647545,0.1308078315246141,0.833658829378855
0.0,0.0025519619175247716,0.1294021313700152,0.8234990781541776
0.0,0.002267768660248682,0.11499156632201381,0.8377234208222561
0.0,0.002192217815047845,0.11116061558224849,0.8287786291711291
0.0,0.0020293171794788173,0.10290042592212685,0.7647405707077216
0.0,0.0021604549323792975,0.10844942006541303,0.7287004842672025
0.0006658331865736728,0.002296495744822766,0.11527832771518927,0.7355069030908707
0.0,0.0026070615239099787,0.13086795105302906,0.7725232847284553
0.0,0.002749511037721135,0.1380185594410534,0.7961892317295094
0.00429355771230976,0.0021455412362093172,0.1331930272406091,0.7803793357771098
0.0,0.0021206641983376267,0.1316486859215097,0.7824050023656521
0.005987654875876621,0.0019934965736188733,0.12375424855650533,0.799039926933927
0.0,0.0020166658561140464,0.1251925741512057,0.796330459462354
0.0,0.0033062006313258055,0.1245601846549773,0.8188247092548938
0.259756750636492,0.0031830040900300664,0.11991878939685038,0.8155475331875638
0.0,0.003167739908574729,0.11934371562707698,0.833110622275534
0.03923351728942459,0.0036595197909369513,0.13787138523558384,0.8450146501734729
0.05507293109228225,0.00915598026177515,0.16195773611630435,0.8857132810577024
0.34013040217275875,0.010121298136357945,0.17903299110049553,0.9345203141717455
0.0,0.011814952862344989,0.20899160583546877,0.9503494730288164
0.6918931550250522,0.014401174035921416,0.25473859462236703,0.986549430485387
0.0,0.028993568695942388,0.291831932890374,0.9862344620897789
0.1943829839863433,0.03826758922891342,0.38517868044617665,1.0466958233214168
0.43279120455800807,0.04761230796995095,0.4792370339076993,1.1006258456658662
0.0,0.05306064015207078,0.5340766891571539,1.1700268237256932
0.14444633329403284,0.10595643561032744,0.5763319965955331,1.184697102570512
0.0,0.10700757616258169,0.5820494967142722,1.2014006541484306
0.0,0.1074322415997309,0.584359392077093,1.221880427560643
0.0,0.11068799841415376,0.6020685271048757,1.2476902644647188
0.0,0.12331046221148424,0.6162795736551526,1.2597353858370153
-0.19643223897421577,0.12290574415828073,0.6142568785422996,1.2603981928458596
0.0,0.12156009392226948,0.607531603664036,1.2653191638706778
0.10785647257155787,0.12169568719259884,0.6082092701112329,1.2676257792094
0.0,0.14024824327968177,0.6030035304737379,1.282426175186529
0.0,0.1385688542281983,0.5957829229038876,1.2756821544997352
-0.21949978873273823,0.1157622477679106,0.49772490882770687,1.1845847984852582
0.0,0.0822883700868583,0.3538024899203405,1.081850085591568
0.0,0.06135858313765433,0.2353429877024896,1.0563682635223355
0.0,0.051834085512877055,0.19881144455470173,1.0640432102824313
0.017687238511804832,0.04624144511046558,0.17736067704762973,1.0140243120733843
0.0,0.04529033962896454,0.17371267876946697,0.9734685796094915
0.0,0.02131840324981378,0.1632206148577628,0.9894558632100925
0.03174864827657231,0.019224963210987347,0.1602245925763189,0.9791258655329758
0.0,0.01701306640204896,0.1541975616969083,0.9689998363498178
0.0,0.016678981834988577,0.149839252869072,0.9750884228701925
0.0067427663791082395,0.016272015829171895,0.15171871053168476,0.9801883222841468
0.012888725409245065,0.015661146244554947,0.15586108714202346,0.9868641013113446
0.0,0.015392113814876858,0.15757922735522922,0.9831255578797523
0.0,0.015680666379761187,0.16258215155310404,0.9749631867926571
0.0,0.015903960170279636,0.16883037988027977,0.9526765346396985
0.0,0.01586638632669179,0.1751872015996082,0.9406397459783749
0.0,0.015576589368187383,0.17445228464592336,0.9421114698392057
-0.006895347219206456,0.01493033397082291,0.17100296780893356,0.9249702281119524
0.0,0.014904753537204747,0.16670960478101135,0.9528624268874866
0.026090730829548523,0.014766855544215673,0.16691003831618148,0.972500461887908
0.600073364206873,0.015349504345724626,0.16216263637129177,1.0005724221712207
0.40216333820080363,0.017154695054666397,0.17000929688743166,1.0103474619319794
0.01293206154431298,0.020416576973387807,0.1879223971990929,1.0146144993232968
0.0,0.023113941438458956,0.20781246516933202,1.022597462981274
0.0,0.02649449903958947,0.23014413964941818,1.0339307126421882
0.0,0.027270849928809692,0.24068018517270942,1.0265570976100367
-0.0014394747917028075,0.027710831315836446,0.24338281623155358,1.0277568565186121
-0.013124981883530439,0.029673791844093064,0.2518161239141968,1.0202769809380248
0.002258440573221496,0.029825947245880512,0.25224893483788224,1.018093097186457
0.0,0.030472047676751428,0.2560171143072503,1.041716490160925
-0.020492298370377558,0.03000976095451278,0.2597720566834135,1.0512121782771542
-0.011906219264656456,0.0295695703742631,0.26274549253518853,1.0495555323535055
-0.0313047073590805,0.02881833301548736,0.25578753524932796,1.0339289379827061
-0.0026397062461230953,0.029055665657457215,0.2531515567128511,1.0087754487616902
0.0,0.026695245843486017,0.24512688630270305,0.99474727792208
0.0,0.0255108817280951,0.2367409824367225,0.9865472949767445
